meme_id,timestep,agent1,agent2
1212,41,40.0,47.0
1212,41,40.0,48.0
1212,41,40.0,49.0
631,41,1l,5.0
631,41,1l,7.0
631,41,1l,16.0
631,41,1l,47.0
631,41,1l,0h
631,41,0h,9.0
631,41,0h,14.0
631,41,0h,19.0
631,41,0h,34.0
631,41,0h,1l
1215,41,10.0,11.0
1215,41,10.0,12.0
1215,41,10.0,13.0
1215,41,10.0,14.0
1215,41,10.0,15.0
1215,41,10.0,16.0
1215,41,10.0,17.0
1215,41,10.0,18.0
1215,41,10.0,19.0
1215,41,19.0,9.0
1218,41,30.0,31.0
1218,41,30.0,32.0
1218,41,30.0,33.0
1218,41,30.0,34.0
1218,41,30.0,35.0
1218,41,30.0,36.0
1218,41,30.0,37.0
1218,41,30.0,38.0
1218,41,30.0,39.0
872,42,19.0,9.0
1225,42,20.0,21.0
1225,42,20.0,22.0
1225,42,20.0,23.0
1225,42,20.0,24.0
1225,42,20.0,25.0
1225,42,20.0,26.0
1225,42,20.0,27.0
1225,42,20.0,28.0
1225,42,20.0,29.0
631,42,19.0,9.0
930,42,1l,5.0
930,42,1l,7.0
930,42,1l,16.0
930,42,1l,47.0
930,42,1l,0h
1233,42,10.0,11.0
1233,42,10.0,12.0
1233,42,10.0,13.0
1233,42,10.0,14.0
1233,42,10.0,15.0
1233,42,10.0,16.0
1233,42,10.0,17.0
1233,42,10.0,18.0
1233,42,10.0,19.0
1234,42,40.0,41.0
1234,42,40.0,42.0
1234,42,40.0,43.0
1234,42,40.0,44.0
1234,42,40.0,45.0
1234,42,40.0,46.0
1234,42,40.0,47.0
1234,42,40.0,48.0
1234,42,40.0,49.0
1235,42,0h,9.0
1235,42,0h,14.0
1235,42,0h,19.0
1235,42,0h,34.0
1235,42,0h,1l
1238,42,39.0,29.0
872,42,1l,5.0
872,42,1l,7.0
872,42,1l,16.0
872,42,1l,47.0
872,42,1l,0h
1239,42,19.0,9.0
1243,42,0.0,1.0
1243,42,0.0,2.0
1243,42,0.0,3.0
1243,42,0.0,4.0
1243,42,0.0,5.0
1243,42,0.0,6.0
1243,42,0.0,7.0
1243,42,0.0,8.0
1243,42,0.0,9.0
872,42,1l,5.0
872,42,1l,7.0
872,42,1l,16.0
872,42,1l,47.0
872,42,1l,0h
1246,42,20.0,21.0
1246,42,20.0,22.0
1246,42,20.0,23.0
1246,42,20.0,24.0
1246,42,20.0,25.0
1246,42,20.0,26.0
1246,42,20.0,27.0
1246,42,20.0,28.0
1246,42,20.0,29.0
1247,42,49.0,39.0
1071,43,39.0,29.0
1262,43,0.0,1.0
1262,43,0.0,2.0
1262,43,0.0,3.0
1262,43,0.0,4.0
1262,43,0.0,5.0
1262,43,0.0,6.0
1262,43,0.0,7.0
1262,43,0.0,8.0
1262,43,0.0,9.0
1263,43,19.0,9.0
1264,43,10.0,11.0
1264,43,10.0,12.0
1264,43,10.0,13.0
1264,43,10.0,14.0
1264,43,10.0,15.0
1264,43,10.0,16.0
1264,43,10.0,17.0
1264,43,10.0,18.0
1264,43,10.0,19.0
1269,43,29.0,19.0
1273,43,0.0,1.0
1273,43,0.0,2.0
1273,43,0.0,3.0
1273,43,0.0,4.0
1273,43,0.0,5.0
1273,43,0.0,6.0
1273,43,0.0,7.0
1273,43,0.0,8.0
1273,43,0.0,9.0
1278,43,0h,9.0
1278,43,0h,14.0
1278,43,0h,19.0
1278,43,0h,34.0
1278,43,0h,1l
1281,43,40.0,41.0
1281,43,40.0,42.0
1281,43,40.0,43.0
1281,43,40.0,44.0
1281,43,40.0,45.0
1281,43,40.0,46.0
1281,43,40.0,47.0
1281,43,40.0,48.0
1281,43,40.0,49.0
1282,44,10.0,11.0
1282,44,10.0,12.0
1282,44,10.0,13.0
1282,44,10.0,14.0
1282,44,10.0,15.0
1282,44,10.0,16.0
1282,44,10.0,17.0
1282,44,10.0,18.0
1282,44,10.0,19.0
1284,44,20.0,21.0
1284,44,20.0,22.0
1284,44,20.0,23.0
1284,44,20.0,24.0
1284,44,20.0,25.0
1284,44,20.0,26.0
1284,44,20.0,27.0
1284,44,20.0,28.0
1284,44,20.0,29.0
1286,44,29.0,19.0
872,44,1l,5.0
872,44,1l,7.0
872,44,1l,16.0
872,44,1l,47.0
872,44,1l,0h
1287,44,0.0,1.0
1287,44,0.0,2.0
1287,44,0.0,3.0
1287,44,0.0,4.0
1287,44,0.0,5.0
1287,44,0.0,6.0
1287,44,0.0,7.0
1287,44,0.0,8.0
1287,44,0.0,9.0
1291,44,39.0,29.0
1292,44,10.0,11.0
1292,44,10.0,12.0
1292,44,10.0,13.0
1292,44,10.0,14.0
1292,44,10.0,15.0
1292,44,10.0,16.0
1292,44,10.0,17.0
1292,44,10.0,18.0
1292,44,10.0,19.0
1297,44,20.0,21.0
1297,44,20.0,22.0
1297,44,20.0,23.0
1297,44,20.0,24.0
1297,44,20.0,25.0
1297,44,20.0,26.0
1297,44,20.0,27.0
1297,44,20.0,28.0
1297,44,20.0,29.0
1300,44,39.0,29.0
1301,44,0.0,1.0
1301,44,0.0,2.0
1301,44,0.0,3.0
1301,44,0.0,4.0
1301,44,0.0,5.0
1301,44,0.0,6.0
1301,44,0.0,7.0
1301,44,0.0,8.0
1301,44,0.0,9.0
1304,44,39.0,29.0
675,44,0h,9.0
675,44,0h,14.0
675,44,0h,19.0
675,44,0h,34.0
675,44,0h,1l
1305,44,30.0,31.0
1305,44,30.0,32.0
1305,44,30.0,33.0
1305,44,30.0,34.0
1305,44,30.0,35.0
1305,44,30.0,36.0
1305,44,30.0,37.0
1305,44,30.0,38.0
1305,44,30.0,39.0
1311,44,0.0,1.0
1311,44,0.0,2.0
1311,44,0.0,3.0
1311,44,0.0,4.0
1311,44,0.0,5.0
1311,44,0.0,6.0
1311,44,0.0,7.0
1311,44,0.0,8.0
1311,44,0.0,9.0
675,44,0h,9.0
675,44,0h,14.0
675,44,0h,19.0
675,44,0h,34.0
675,44,0h,1l
1317,45,20.0,21.0
1317,45,20.0,22.0
1317,45,20.0,23.0
1317,45,20.0,24.0
1317,45,20.0,25.0
1317,45,20.0,26.0
1317,45,20.0,27.0
1317,45,20.0,28.0
1317,45,20.0,29.0
882,45,49.0,39.0
1009,45,1l,5.0
1009,45,1l,7.0
1009,45,1l,16.0
1009,45,1l,47.0
1009,45,1l,0h
1319,45,40.0,41.0
1319,45,40.0,42.0
1319,45,40.0,43.0
1319,45,40.0,44.0
1319,45,40.0,45.0
1319,45,40.0,46.0
1319,45,40.0,47.0
1319,45,40.0,48.0
1319,45,40.0,49.0
1320,45,40.0,41.0
1320,45,40.0,42.0
1320,45,40.0,43.0
1320,45,40.0,44.0
1320,45,40.0,45.0
1320,45,40.0,46.0
1320,45,40.0,47.0
1320,45,40.0,48.0
1320,45,40.0,49.0
1324,45,20.0,21.0
1324,45,20.0,22.0
1324,45,20.0,23.0
1324,45,20.0,24.0
1324,45,20.0,25.0
1324,45,20.0,26.0
1324,45,20.0,27.0
1324,45,20.0,28.0
1324,45,20.0,29.0
1284,45,29.0,19.0
1343,46,1l,5.0
1343,46,1l,7.0
1343,46,1l,16.0
1343,46,1l,47.0
1343,46,1l,0h
1344,46,0.0,1.0
1344,46,0.0,2.0
1344,46,0.0,3.0
1344,46,0.0,4.0
1344,46,0.0,5.0
1344,46,0.0,6.0
1344,46,0.0,7.0
1344,46,0.0,8.0
1344,46,0.0,9.0
1345,46,1l,5.0
1345,46,1l,7.0
1345,46,1l,16.0
1345,46,1l,47.0
1345,46,1l,0h
1346,46,20.0,21.0
1346,46,20.0,22.0
1346,46,20.0,23.0
1346,46,20.0,24.0
1346,46,20.0,25.0
1346,46,20.0,26.0
1346,46,20.0,27.0
1346,46,20.0,28.0
1346,46,20.0,29.0
1350,46,30.0,31.0
1350,46,30.0,32.0
1350,46,30.0,33.0
1350,46,30.0,34.0
1350,46,30.0,35.0
1350,46,30.0,36.0
1350,46,30.0,37.0
1350,46,30.0,38.0
1350,46,30.0,39.0
1351,46,10.0,11.0
1351,46,10.0,12.0
1351,46,10.0,13.0
1351,46,10.0,14.0
1351,46,10.0,15.0
1351,46,10.0,16.0
1351,46,10.0,17.0
1351,46,10.0,18.0
1351,46,10.0,19.0
1359,46,20.0,21.0
1359,46,20.0,22.0
1359,46,20.0,23.0
1359,46,20.0,24.0
1359,46,20.0,25.0
1359,46,20.0,26.0
1359,46,20.0,27.0
1359,46,20.0,28.0
1359,46,20.0,29.0
1368,46,29.0,19.0
1297,47,29.0,19.0
1373,47,30.0,31.0
1373,47,30.0,32.0
1373,47,30.0,33.0
1373,47,30.0,34.0
1373,47,30.0,35.0
1373,47,30.0,36.0
1373,47,30.0,37.0
1373,47,30.0,38.0
1373,47,30.0,39.0
879,47,49.0,39.0
1379,47,30.0,31.0
1379,47,30.0,32.0
1379,47,30.0,33.0
1379,47,30.0,34.0
1379,47,30.0,35.0
1379,47,30.0,36.0
1379,47,30.0,37.0
1379,47,30.0,38.0
1379,47,30.0,39.0
1384,47,39.0,29.0
1393,47,39.0,29.0
1401,47,0.0,1.0
1401,47,0.0,2.0
1401,47,0.0,3.0
1401,47,0.0,4.0
1401,47,0.0,5.0
1401,47,0.0,6.0
1401,47,0.0,7.0
1401,47,0.0,8.0
1401,47,0.0,9.0
1218,48,39.0,29.0
1405,48,1l,5.0
1405,48,1l,7.0
1405,48,1l,16.0
1405,48,1l,47.0
1405,48,1l,0h
1408,48,0.0,1.0
1408,48,0.0,2.0
1408,48,0.0,3.0
1408,48,0.0,4.0
1408,48,0.0,5.0
1408,48,0.0,6.0
1408,48,0.0,7.0
1408,48,0.0,8.0
1408,48,0.0,9.0
1304,48,29.0,19.0
675,48,1l,5.0
675,48,1l,7.0
675,48,1l,16.0
675,48,1l,47.0
675,48,1l,0h
1410,48,10.0,11.0
1410,48,10.0,12.0
1410,48,10.0,13.0
1410,48,10.0,14.0
1410,48,10.0,15.0
1410,48,10.0,16.0
1410,48,10.0,17.0
1410,48,10.0,18.0
1410,48,10.0,19.0
1411,48,20.0,21.0
1411,48,20.0,22.0
1411,48,20.0,23.0
1411,48,20.0,24.0
1411,48,20.0,25.0
1411,48,20.0,26.0
1411,48,20.0,27.0
1411,48,20.0,28.0
1411,48,20.0,29.0
1412,48,0.0,1.0
1412,48,0.0,2.0
1412,48,0.0,3.0
1412,48,0.0,4.0
1412,48,0.0,5.0
1412,48,0.0,6.0
1412,48,0.0,7.0
1412,48,0.0,8.0
1412,48,0.0,9.0
1413,48,10.0,11.0
1413,48,10.0,12.0
1413,48,10.0,13.0
1413,48,10.0,14.0
1413,48,10.0,15.0
1413,48,10.0,16.0
1413,48,10.0,17.0
1413,48,10.0,18.0
1413,48,10.0,19.0
1405,48,0h,9.0
1405,48,0h,14.0
1405,48,0h,19.0
1405,48,0h,34.0
1405,48,0h,1l
1420,48,30.0,31.0
1420,48,30.0,32.0
1420,48,30.0,33.0
1420,48,30.0,34.0
1420,48,30.0,35.0
1420,48,30.0,36.0
1420,48,30.0,37.0
1420,48,30.0,38.0
1420,48,30.0,39.0
1421,48,30.0,31.0
1421,48,30.0,32.0
1421,48,30.0,33.0
1421,48,30.0,34.0
1421,48,30.0,35.0
1421,48,30.0,36.0
1421,48,30.0,37.0
1421,48,30.0,38.0
1421,48,30.0,39.0
1425,48,10.0,11.0
1425,48,10.0,12.0
1425,48,10.0,13.0
1425,48,10.0,14.0
1425,48,10.0,15.0
1425,48,10.0,16.0
1425,48,10.0,17.0
1425,48,10.0,18.0
1425,48,10.0,19.0
1433,49,0.0,1.0
1433,49,0.0,2.0
1433,49,0.0,3.0
1433,49,0.0,4.0
1433,49,0.0,5.0
1433,49,0.0,6.0
1433,49,0.0,7.0
1433,49,0.0,8.0
1433,49,0.0,9.0
1438,49,30.0,31.0
1438,49,30.0,32.0
1438,49,30.0,33.0
1438,49,30.0,34.0
1438,49,30.0,35.0
1438,49,30.0,36.0
1438,49,30.0,37.0
1438,49,30.0,38.0
1438,49,30.0,39.0
1441,49,39.0,29.0
1444,49,30.0,31.0
1444,49,30.0,32.0
1444,49,30.0,33.0
1444,49,30.0,34.0
1444,49,30.0,35.0
1444,49,30.0,36.0
1444,49,30.0,37.0
1444,49,30.0,38.0
1444,49,30.0,39.0
1445,49,49.0,39.0
1446,49,20.0,21.0
1446,49,20.0,22.0
1446,49,20.0,23.0
1446,49,20.0,24.0
1446,49,20.0,25.0
1446,49,20.0,26.0
1446,49,20.0,27.0
1446,49,20.0,28.0
1446,49,20.0,29.0
1450,49,49.0,39.0
879,49,49.0,39.0
675,49,0h,9.0
675,49,0h,14.0
675,49,0h,19.0
675,49,0h,34.0
675,49,0h,1l
943,50,49.0,39.0
1466,50,30.0,31.0
1466,50,30.0,32.0
1466,50,30.0,33.0
1466,50,30.0,34.0
1466,50,30.0,35.0
1466,50,30.0,36.0
1466,50,30.0,37.0
1466,50,30.0,38.0
1466,50,30.0,39.0
1469,50,39.0,29.0
1470,50,0.0,1.0
1470,50,0.0,2.0
1470,50,0.0,3.0
1470,50,0.0,4.0
1470,50,0.0,5.0
1470,50,0.0,6.0
1470,50,0.0,7.0
1470,50,0.0,8.0
1470,50,0.0,9.0
943,50,49.0,39.0
1474,50,0.0,1.0
1474,50,0.0,2.0
1474,50,0.0,3.0
1474,50,0.0,4.0
1474,50,0.0,5.0
1474,50,0.0,6.0
1474,50,0.0,7.0
1474,50,0.0,8.0
1474,50,0.0,9.0
1476,50,19.0,9.0
1485,50,0h,9.0
1485,50,0h,14.0
1485,50,0h,19.0
1485,50,0h,34.0
1485,50,0h,1l
1488,50,10.0,11.0
1488,50,10.0,12.0
1488,50,10.0,13.0
1488,50,10.0,14.0
1488,50,10.0,15.0
1488,50,10.0,16.0
1488,50,10.0,17.0
1488,50,10.0,18.0
1488,50,10.0,19.0
675,50,0h,9.0
675,50,0h,14.0
675,50,0h,19.0
675,50,0h,34.0
675,50,0h,1l
1498,51,10.0,11.0
1498,51,10.0,12.0
1498,51,10.0,13.0
1498,51,10.0,14.0
1498,51,10.0,15.0
1498,51,10.0,16.0
1498,51,10.0,17.0
1498,51,10.0,18.0
1498,51,10.0,19.0
1500,51,49.0,39.0
1304,51,29.0,19.0
1501,51,0.0,1.0
1501,51,0.0,2.0
1501,51,0.0,3.0
1501,51,0.0,4.0
1501,51,0.0,5.0
1501,51,0.0,6.0
1501,51,0.0,7.0
1501,51,0.0,8.0
1501,51,0.0,9.0
1507,51,1l,5.0
1507,51,1l,7.0
1507,51,1l,16.0
1507,51,1l,47.0
1507,51,1l,0h
1508,51,0.0,1.0
1508,51,0.0,2.0
1508,51,0.0,3.0
1508,51,0.0,4.0
1508,51,0.0,5.0
1508,51,0.0,6.0
1508,51,0.0,7.0
1508,51,0.0,8.0
1508,51,0.0,9.0
1300,51,29.0,19.0
1218,51,29.0,19.0
1513,51,49.0,39.0
1516,51,39.0,29.0
1517,51,30.0,31.0
1517,51,30.0,32.0
1517,51,30.0,33.0
1517,51,30.0,34.0
1517,51,30.0,35.0
1517,51,30.0,36.0
1517,51,30.0,37.0
1517,51,30.0,38.0
1517,51,30.0,39.0
1304,51,19.0,9.0
1405,51,19.0,9.0
1304,51,19.0,9.0
675,51,1l,5.0
675,51,1l,7.0
675,51,1l,16.0
675,51,1l,47.0
675,51,1l,0h
1526,52,1l,5.0
1526,52,1l,7.0
1526,52,1l,16.0
1526,52,1l,47.0
1526,52,1l,0h
1527,52,30.0,31.0
1527,52,30.0,32.0
1527,52,30.0,33.0
1527,52,30.0,34.0
1527,52,30.0,35.0
1527,52,30.0,36.0
1527,52,30.0,37.0
1527,52,30.0,38.0
1527,52,30.0,39.0
1528,52,19.0,9.0
1530,52,49.0,39.0
1530,52,39.0,29.0
1533,52,10.0,11.0
1533,52,10.0,12.0
1533,52,10.0,13.0
1533,52,10.0,14.0
1533,52,10.0,15.0
1533,52,10.0,16.0
1533,52,10.0,17.0
1533,52,10.0,18.0
1533,52,10.0,19.0
1535,52,29.0,19.0
1537,52,40.0,41.0
1537,52,40.0,42.0
1537,52,40.0,43.0
1537,52,40.0,44.0
1537,52,40.0,45.0
1537,52,40.0,46.0
1537,52,40.0,47.0
1537,52,40.0,48.0
1537,52,40.0,49.0
1538,52,10.0,11.0
1538,52,10.0,12.0
1538,52,10.0,13.0
1538,52,10.0,14.0
1538,52,10.0,15.0
1538,52,10.0,16.0
1538,52,10.0,17.0
1538,52,10.0,18.0
1538,52,10.0,19.0
1542,52,1l,5.0
1542,52,1l,7.0
1542,52,1l,16.0
1542,52,1l,47.0
1542,52,1l,0h
1545,52,10.0,11.0
1545,52,10.0,12.0
1545,52,10.0,13.0
1545,52,10.0,14.0
1545,52,10.0,15.0
1545,52,10.0,16.0
1545,52,10.0,17.0
1545,52,10.0,18.0
1545,52,10.0,19.0
1542,52,0h,9.0
1542,52,0h,14.0
1542,52,0h,19.0
1542,52,0h,34.0
1542,52,0h,1l
1546,52,20.0,21.0
1546,52,20.0,22.0
1546,52,20.0,23.0
1546,52,20.0,24.0
1546,52,20.0,25.0
1546,52,20.0,26.0
1546,52,20.0,27.0
1546,52,20.0,28.0
1546,52,20.0,29.0
1547,52,30.0,31.0
1547,52,30.0,32.0
1547,52,30.0,33.0
1547,52,30.0,34.0
1547,52,30.0,35.0
1547,52,30.0,36.0
1547,52,30.0,37.0
1547,52,30.0,38.0
1547,52,30.0,39.0
1548,52,20.0,21.0
1548,52,20.0,22.0
1548,52,20.0,23.0
1548,52,20.0,24.0
1548,52,20.0,25.0
1548,52,20.0,26.0
1548,52,20.0,27.0
1548,52,20.0,28.0
1548,52,20.0,29.0
1278,53,1l,5.0
1278,53,1l,7.0
1278,53,1l,16.0
1278,53,1l,47.0
1278,53,1l,0h
1551,53,0.0,1.0
1551,53,0.0,2.0
1551,53,0.0,3.0
1551,53,0.0,4.0
1551,53,0.0,5.0
1551,53,0.0,6.0
1551,53,0.0,7.0
1551,53,0.0,8.0
1551,53,0.0,9.0
1555,53,30.0,31.0
1555,53,30.0,32.0
1555,53,30.0,33.0
1555,53,30.0,34.0
1555,53,30.0,35.0
1555,53,30.0,36.0
1555,53,30.0,37.0
1555,53,30.0,38.0
1555,53,30.0,39.0
930,53,0h,9.0
930,53,0h,14.0
930,53,0h,19.0
930,53,0h,34.0
930,53,0h,1l
1559,53,1l,5.0
1559,53,1l,7.0
1559,53,1l,16.0
1559,53,1l,47.0
1559,53,1l,0h
1560,53,0h,9.0
1560,53,0h,14.0
1560,53,0h,19.0
1560,53,0h,34.0
1560,53,0h,1l
1563,53,0.0,1.0
1563,53,0.0,2.0
1563,53,0.0,3.0
1563,53,0.0,4.0
1563,53,0.0,5.0
1563,53,0.0,6.0
1563,53,0.0,7.0
1563,53,0.0,8.0
1563,53,0.0,9.0
943,53,49.0,39.0
872,53,1l,5.0
872,53,1l,7.0
872,53,1l,16.0
872,53,1l,47.0
872,53,1l,0h
943,53,49.0,39.0
1234,53,49.0,39.0
1317,53,29.0,19.0
1571,53,30.0,31.0
1571,53,30.0,32.0
1571,53,30.0,33.0
1571,53,30.0,34.0
1571,53,30.0,35.0
1571,53,30.0,36.0
1571,53,30.0,37.0
1571,53,30.0,38.0
1571,53,30.0,39.0
675,53,1l,5.0
675,53,1l,7.0
675,53,1l,16.0
675,53,1l,47.0
675,53,1l,0h
1580,53,40.0,41.0
1580,53,40.0,42.0
1580,53,40.0,43.0
1580,53,40.0,44.0
1580,53,40.0,45.0
1580,53,40.0,46.0
1580,53,40.0,47.0
1580,53,40.0,48.0
1580,53,40.0,49.0
1582,54,0.0,1.0
1582,54,0.0,2.0
1582,54,0.0,3.0
1582,54,0.0,4.0
1582,54,0.0,5.0
1582,54,0.0,6.0
1582,54,0.0,7.0
1582,54,0.0,8.0
1582,54,0.0,9.0
1589,54,30.0,31.0
1589,54,30.0,32.0
1589,54,30.0,33.0
1589,54,30.0,34.0
1589,54,30.0,35.0
1589,54,30.0,36.0
1589,54,30.0,37.0
1589,54,30.0,38.0
1589,54,30.0,39.0
1469,54,29.0,19.0
1596,54,40.0,41.0
1596,54,40.0,42.0
1596,54,40.0,43.0
1596,54,40.0,44.0
1596,54,40.0,45.0
1596,54,40.0,46.0
1596,54,40.0,47.0
1596,54,40.0,48.0
1596,54,40.0,49.0
1597,54,30.0,31.0
1597,54,30.0,32.0
1597,54,30.0,33.0
1597,54,30.0,34.0
1597,54,30.0,35.0
1597,54,30.0,36.0
1597,54,30.0,37.0
1597,54,30.0,38.0
1597,54,30.0,39.0
1600,54,10.0,11.0
1600,54,10.0,12.0
1600,54,10.0,13.0
1600,54,10.0,14.0
1600,54,10.0,15.0
1600,54,10.0,16.0
1600,54,10.0,17.0
1600,54,10.0,18.0
1600,54,10.0,19.0
1603,54,49.0,39.0
1604,54,30.0,31.0
1604,54,30.0,32.0
1604,54,30.0,33.0
1604,54,30.0,34.0
1604,54,30.0,35.0
1604,54,30.0,36.0
1604,54,30.0,37.0
1604,54,30.0,38.0
1604,54,30.0,39.0
1607,54,39.0,29.0
1609,54,30.0,31.0
1609,54,30.0,32.0
1609,54,30.0,33.0
1609,54,30.0,34.0
1609,54,30.0,35.0
1609,54,30.0,36.0
1609,54,30.0,37.0
1609,54,30.0,38.0
1609,54,30.0,39.0
1610,54,0.0,1.0
1610,54,0.0,2.0
1610,54,0.0,3.0
1610,54,0.0,4.0
1610,54,0.0,5.0
1610,54,0.0,6.0
1610,54,0.0,7.0
1610,54,0.0,8.0
1610,54,0.0,9.0
1614,54,0.0,1.0
1614,54,0.0,2.0
1614,54,0.0,3.0
1614,54,0.0,4.0
1614,54,0.0,5.0
1614,54,0.0,6.0
1614,54,0.0,7.0
1614,54,0.0,8.0
1614,54,0.0,9.0
1616,55,40.0,41.0
1616,55,40.0,42.0
1616,55,40.0,43.0
1616,55,40.0,44.0
1616,55,40.0,45.0
1616,55,40.0,46.0
1616,55,40.0,47.0
1616,55,40.0,48.0
1616,55,40.0,49.0
1542,55,19.0,9.0
1617,55,49.0,39.0
1183,55,1l,5.0
1183,55,1l,7.0
1183,55,1l,16.0
1183,55,1l,47.0
1183,55,1l,0h
1624,55,10.0,11.0
1624,55,10.0,12.0
1624,55,10.0,13.0
1624,55,10.0,14.0
1624,55,10.0,15.0
1624,55,10.0,16.0
1624,55,10.0,17.0
1624,55,10.0,18.0
1624,55,10.0,19.0
1627,55,39.0,29.0
1073,55,1l,5.0
1073,55,1l,7.0
1073,55,1l,16.0
1073,55,1l,47.0
1073,55,1l,0h
1629,55,10.0,11.0
1629,55,10.0,12.0
1629,55,10.0,13.0
1629,55,10.0,14.0
1629,55,10.0,15.0
1629,55,10.0,16.0
1629,55,10.0,17.0
1629,55,10.0,18.0
1629,55,10.0,19.0
1530,55,39.0,29.0
1630,55,0.0,1.0
1630,55,0.0,2.0
1630,55,0.0,3.0
1630,55,0.0,4.0
1630,55,0.0,5.0
1630,55,0.0,6.0
1630,55,0.0,7.0
1630,55,0.0,8.0
1630,55,0.0,9.0
1631,55,30.0,31.0
1631,55,30.0,32.0
1631,55,30.0,33.0
1631,55,30.0,34.0
1631,55,30.0,35.0
1631,55,30.0,36.0
1631,55,30.0,37.0
1631,55,30.0,38.0
1631,55,30.0,39.0
1637,55,39.0,29.0
1639,55,10.0,11.0
1639,55,10.0,12.0
1639,55,10.0,13.0
1639,55,10.0,14.0
1639,55,10.0,15.0
1639,55,10.0,16.0
1639,55,10.0,17.0
1639,55,10.0,18.0
1639,55,10.0,19.0
1560,56,1l,5.0
1560,56,1l,7.0
1560,56,1l,16.0
1560,56,1l,47.0
1560,56,1l,0h
1644,56,39.0,29.0
1648,56,49.0,39.0
1654,56,0.0,1.0
1654,56,0.0,2.0
1654,56,0.0,3.0
1654,56,0.0,4.0
1654,56,0.0,5.0
1654,56,0.0,6.0
1654,56,0.0,7.0
1654,56,0.0,8.0
1654,56,0.0,9.0
1658,56,40.0,41.0
1658,56,40.0,42.0
1658,56,40.0,43.0
1658,56,40.0,44.0
1658,56,40.0,45.0
1658,56,40.0,46.0
1658,56,40.0,47.0
1658,56,40.0,48.0
1658,56,40.0,49.0
1662,56,10.0,11.0
1662,56,10.0,12.0
1662,56,10.0,13.0
1662,56,10.0,14.0
1662,56,10.0,15.0
1662,56,10.0,16.0
1662,56,10.0,17.0
1662,56,10.0,18.0
1662,56,10.0,19.0
1667,57,19.0,9.0
1670,57,30.0,31.0
1670,57,30.0,32.0
1670,57,30.0,33.0
1670,57,30.0,34.0
1670,57,30.0,35.0
1670,57,30.0,36.0
1670,57,30.0,37.0
1670,57,30.0,38.0
1670,57,30.0,39.0
1671,57,20.0,21.0
1671,57,20.0,22.0
1671,57,20.0,23.0
1671,57,20.0,24.0
1671,57,20.0,25.0
1671,57,20.0,26.0
1671,57,20.0,27.0
1671,57,20.0,28.0
1671,57,20.0,29.0
1674,57,10.0,11.0
1674,57,10.0,12.0
1674,57,10.0,13.0
1674,57,10.0,14.0
1674,57,10.0,15.0
1674,57,10.0,16.0
1674,57,10.0,17.0
1674,57,10.0,18.0
1674,57,10.0,19.0
1676,57,30.0,31.0
1676,57,30.0,32.0
1676,57,30.0,33.0
1676,57,30.0,34.0
1676,57,30.0,35.0
1676,57,30.0,36.0
1676,57,30.0,37.0
1676,57,30.0,38.0
1676,57,30.0,39.0
1644,57,29.0,19.0
1680,57,40.0,41.0
1680,57,40.0,42.0
1680,57,40.0,43.0
1680,57,40.0,44.0
1680,57,40.0,45.0
1680,57,40.0,46.0
1680,57,40.0,47.0
1680,57,40.0,48.0
1680,57,40.0,49.0
675,57,0h,9.0
675,57,0h,14.0
675,57,0h,19.0
675,57,0h,34.0
675,57,0h,1l
1682,57,49.0,39.0
1683,57,40.0,41.0
1683,57,40.0,42.0
1683,57,40.0,43.0
1683,57,40.0,44.0
1683,57,40.0,45.0
1683,57,40.0,46.0
1683,57,40.0,47.0
1683,57,40.0,48.0
1683,57,40.0,49.0
1684,57,19.0,9.0
1685,57,20.0,21.0
1685,57,20.0,22.0
1685,57,20.0,23.0
1685,57,20.0,24.0
1685,57,20.0,25.0
1685,57,20.0,26.0
1685,57,20.0,27.0
1685,57,20.0,28.0
1685,57,20.0,29.0
1686,57,0.0,1.0
1686,57,0.0,2.0
1686,57,0.0,3.0
1686,57,0.0,4.0
1686,57,0.0,5.0
1686,57,0.0,6.0
1686,57,0.0,7.0
1686,57,0.0,8.0
1686,57,0.0,9.0
1689,57,19.0,9.0
1691,57,40.0,41.0
1691,57,40.0,42.0
1691,57,40.0,43.0
1691,57,40.0,44.0
1691,57,40.0,45.0
1691,57,40.0,46.0
1691,57,40.0,47.0
1691,57,40.0,48.0
1691,57,40.0,49.0
1698,58,30.0,31.0
1698,58,30.0,32.0
1698,58,30.0,33.0
1698,58,30.0,34.0
1698,58,30.0,35.0
1698,58,30.0,36.0
1698,58,30.0,37.0
1698,58,30.0,38.0
1698,58,30.0,39.0
1700,58,20.0,21.0
1700,58,20.0,22.0
1700,58,20.0,23.0
1700,58,20.0,24.0
1700,58,20.0,25.0
1700,58,20.0,26.0
1700,58,20.0,27.0
1700,58,20.0,28.0
1700,58,20.0,29.0
1345,58,0h,9.0
1345,58,0h,14.0
1345,58,0h,19.0
1345,58,0h,34.0
1345,58,0h,1l
1704,58,0.0,1.0
1704,58,0.0,2.0
1704,58,0.0,3.0
1704,58,0.0,4.0
1704,58,0.0,5.0
1704,58,0.0,6.0
1704,58,0.0,7.0
1704,58,0.0,8.0
1704,58,0.0,9.0
1707,58,0.0,1.0
1707,58,0.0,2.0
1707,58,0.0,3.0
1707,58,0.0,4.0
1707,58,0.0,5.0
1707,58,0.0,6.0
1707,58,0.0,7.0
1707,58,0.0,8.0
1707,58,0.0,9.0
1717,58,10.0,11.0
1717,58,10.0,12.0
1717,58,10.0,13.0
